Found 1 device(s):
  0:  Realtek, RTL2838UHIDIR, SN: 00000001

Using device 0: Generic RTL2832U OEM
Found Rafael Micro R820T tuner
Exact sample rate is: 250000.000414 Hz
[R82XX] PLL not locked!
Sampling at 250000 S/s.
Tuned to 150120000 Hz.
Tuner gain set to 49.60 dB.
Reading samples in async mode...
Ignoring signals shorter than 0.010000 and longer than 0.030000
Will print timestamp every 1500000 transforms
2018-06-26 16:28:14.535348344
timestamp;samples;duration;signal_freq;signal_bw;max_signal
2018-06-26 16:28:44.464948088;149744;0.019200  ;-121562.492188;7500.000000;22.234848
2018-06-26 16:28:44.461747576;149744;0.022400  ;7436.544922;240625.000000;70.219589
2018-06-26 16:28:45.460147320;154736;0.022400  ;-121657.984375;7500.000000;22.136372
2018-06-26 16:28:45.460147320;154736;0.022400  ;7952.031738;240625.000000;70.218605
2018-06-26 16:28:46.458547064;159712;0.019200  ;-121598.359375;7500.000000;21.836411
2018-06-26 16:28:46.458547064;159728;0.022400  ;12178.900391;240625.000000;70.218842
2018-06-26 16:28:47.456948664;164704;0.019200  ;-121610.906250;7500.000000;21.790741
2018-06-26 16:28:47.456948664;164704;0.019200  ;6293.578613;240625.000000;70.218132
2018-06-26 16:28:48.455346488;169696;0.019200  ;-121562.492188;7500.000000;21.872803
2018-06-26 16:28:48.452145976;169696;0.022400  ;7541.479492;240625.000000;70.216820
2018-06-26 16:28:48.829747608;171552;0.016000  ;-119583.328125;2500.000000;20.894386
2018-06-26 16:28:49.453748152;174688;0.019200  ;-121562.492188;7500.000000;21.862587
2018-06-26 16:28:49.450547640;174688;0.022400  ;7521.744141;240625.000000;70.215836
2018-06-26 16:28:50.452145976;179680;0.019200  ;-121562.492188;7500.000000;21.700294
2018-06-26 16:28:50.448949240;179680;0.022400  ;6254.440918;240625.000000;70.215836
2018-06-26 16:28:51.450547640;184672;0.019200  ;-121562.492188;7500.000000;21.801620
2018-06-26 16:28:51.447347064;184672;0.022400  ;8419.810547;240625.000000;70.215889
2018-06-26 16:28:52.448949240;189664;0.019200  ;-121562.492188;7500.000000;22.092636
2018-06-26 16:28:52.445748728;189664;0.022400  ;7421.693359;240625.000000;70.216209
2018-06-26 16:28:53.444146552;194640;0.019200  ;-121562.492188;7500.000000;21.804386
2018-06-26 16:28:53.440946040;194640;0.022400  ;6556.955566;240625.000000;70.215210
2018-06-26 16:28:54.442548216;199632;0.019200  ;-121562.492188;7500.000000;22.125977
2018-06-26 16:28:54.439347704;199632;0.022400  ;7866.705078;240625.000000;70.215500
2018-06-26 16:28:55.440946040;204624;0.019200  ;-121562.492188;7500.000000;22.276379
2018-06-26 16:28:55.437745528;204624;0.022400  ;8025.854004;240625.000000;70.215721
2018-06-26 16:28:56.436147128;209616;0.019200  ;-121648.546875;7500.000000;22.565300
2018-06-26 16:28:56.436147128;209616;0.022400  ;11160.075195;240625.000000;70.215332
2018-06-26 16:28:57.434548792;214592;0.019200  ;-121562.492188;7500.000000;22.344673
2018-06-26 16:28:57.431348280;214592;0.022400  ;7400.998047;240625.000000;70.214806
2018-06-26 16:28:58.432946616;219584;0.019200  ;-121562.492188;7500.000000;22.317139
2018-06-26 16:28:58.429746104;219584;0.022400  ;7936.666016;240625.000000;70.216438
2018-06-26 16:28:59.428147704;224576;0.022400  ;-121558.218750;7500.000000;22.233803
2018-06-26 16:28:59.428147704;224576;0.022400  ;10378.564453;240625.000000;70.214386
2018-06-26 16:29:00.426545528;229552;0.019200  ;-121562.492188;7500.000000;22.238434
2018-06-26 16:29:00.423348856;229552;0.022400  ;9174.961914;240625.000000;70.213402
2018-06-26 16:29:01.424947192;234544;0.019200  ;-121562.492188;7500.000000;22.310966
2018-06-26 16:29:02.423348856;239520;0.016000  ;-121562.492188;7500.000000;22.347916
2018-06-26 16:29:03.418546104;244512;0.019200  ;-121562.492188;7500.000000;21.977074
2018-06-26 16:29:04.416947768;249504;0.019200  ;-121610.906250;7500.000000;22.218567
2018-06-26 16:29:05.412148856;254480;0.019200  ;-121562.492188;7500.000000;21.940292
2018-06-26 16:29:06.410546680;259472;0.019200  ;-121562.492188;7500.000000;22.208794
2018-06-26 16:29:06.407346168;259472;0.022400  ;10583.902344;240625.000000;70.211868
2018-06-26 16:29:07.405747832;264448;0.019200  ;-121562.492188;7500.000000;22.301659
2018-06-26 16:29:07.402547320;264448;0.022400  ;8275.703125;240625.000000;70.214676
2018-06-26 16:29:08.404145656;269440;0.019200  ;-121562.492188;7500.000000;21.863213
2018-06-26 16:29:08.400945144;269440;0.022400  ;6988.772461;240625.000000;70.215408
2018-06-26 16:29:09.399346744;274416;0.019200  ;-121562.492188;7500.000000;21.794525
2018-06-26 16:29:09.396146232;274416;0.022400  ;5804.447266;240625.000000;70.213272
2018-06-26 16:29:10.397748408;279408;0.019200  ;-121562.492188;7500.000000;22.419144
2018-06-26 16:29:10.394547896;279408;0.022400  ;9832.913086;240625.000000;70.212257
2018-06-26 16:29:11.392945720;284384;0.019200  ;-121562.492188;7500.000000;22.437721
2018-06-26 16:29:11.389745144;284384;0.022400  ;9085.156250;240625.000000;70.214043
2018-06-26 16:29:12.388146808;289360;0.019200  ;-121618.851562;7500.000000;22.047997
2018-06-26 16:29:12.388146808;289376;0.022400  ;10177.271484;240625.000000;70.214325
2018-06-26 16:29:13.386548472;294352;0.019200  ;-121562.492188;7500.000000;21.962757
2018-06-26 16:29:13.383347896;294352;0.022400  ;6533.410645;240625.000000;70.214310
2018-06-26 16:29:14.381745720;299328;0.019200  ;-121562.492188;7500.000000;21.792488
2018-06-26 16:29:14.378545208;299328;0.022400  ;8323.275391;240625.000000;70.214378
2018-06-26 16:29:14.829747608;301536;0.012800  ;-119687.492188;2500.000000;21.205681
2018-06-26 16:29:15.380147384;304320;0.019200  ;-121562.492188;7500.000000;21.716442
2018-06-26 16:29:15.376946872;304320;0.022400  ;6163.724609;240625.000000;70.214722
2018-06-26 16:29:16.375348472;309296;0.019200  ;-121562.492188;7500.000000;22.031021
2018-06-26 16:29:16.372147960;309296;0.022400  ;6876.601074;240625.000000;70.215332
2018-06-26 16:29:17.370545784;314272;0.019200  ;-121610.906250;7500.000000;22.248028
2018-06-26 16:29:17.370545784;314272;0.019200  ;5957.335938;240625.000000;70.217545
2018-06-26 16:29:18.368947448;319264;0.019200  ;-121562.492188;7500.000000;22.007236
2018-06-26 16:29:18.365746872;319264;0.022400  ;6718.055664;240625.000000;70.216118
2018-06-26 16:29:19.364144760;324240;0.019200  ;-121562.492188;7500.000000;22.083931
2018-06-26 16:29:19.360948024;324240;0.022400  ;7516.924316;240625.000000;70.216599
2018-06-26 16:29:19.648950032;325648;0.016000  ;-119638.156250;2500.000000;20.788506
2018-06-26 16:29:20.359345848;329216;0.019200  ;-121612.898438;7500.000000;22.047279
2018-06-26 16:29:20.359345848;329216;0.019200  ;7318.749512;240625.000000;70.216087
2018-06-26 16:29:21.357743672;334208;0.019200  ;-121562.492188;7500.000000;22.015396
2018-06-26 16:29:21.354546936;334208;0.022400  ;6681.425781;240625.000000;70.214905
2018-06-26 16:29:22.352944760;339184;0.019200  ;-121562.492188;7500.000000;21.688286
2018-06-26 16:29:22.349748088;339184;0.022400  ;7727.317871;240625.000000;70.213814
2018-06-26 16:29:23.348145912;344160;0.019200  ;-121562.492188;7500.000000;22.238674
2018-06-26 16:29:23.344949176;344176;0.022400  ;7768.169922;240625.000000;70.214798
2018-06-26 16:29:24.343347000;349136;0.019200  ;-121577.875000;7500.000000;21.774048
2018-06-26 16:29:24.343347000;349152;0.022400  ;10472.376953;240625.000000;70.215210
2018-06-26 16:29:25.341744824;354128;0.019200  ;-121562.492188;7500.000000;22.376698
2018-06-26 16:29:25.335343736;354128;0.025600  ;7350.828125;240625.000000;70.214371
2018-06-26 16:29:26.336945912;359104;0.019200  ;-121562.492188;7500.000000;22.048164
2018-06-26 16:29:26.333749240;359104;0.022400  ;6510.540527;240625.000000;70.215347
2018-06-26 16:29:27.332147064;364080;0.019200  ;-121562.492188;7500.000000;21.959206
2018-06-26 16:29:27.328942712;364080;0.022400  ;7007.009277;240625.000000;70.215469
2018-06-26 16:29:28.327348152;369056;0.019200  ;-121562.492188;7500.000000;22.062660
2018-06-26 16:29:28.324143800;369056;0.022400  ;7626.030273;240625.000000;70.216293
2018-06-26 16:29:29.322549240;374032;0.019200  ;-121562.492188;7500.000000;21.655586
2018-06-26 16:29:29.319344952;374032;0.022400  ;8890.377930;240625.000000;70.216972
2018-06-26 16:29:30.317742776;379008;0.019200  ;-121562.492188;7500.000000;22.209679
2018-06-26 16:29:30.314546040;379008;0.022400  ;5688.723145;240625.000000;70.218193
2018-06-26 16:29:31.312943864;383984;0.019200  ;-121598.359375;7500.000000;21.945541
2018-06-26 16:29:31.312943864;383984;0.019200  ;7212.227051;240625.000000;70.218140
2018-06-26 16:29:32.308144952;388960;0.019200  ;-121612.898438;7500.000000;22.131546
2018-06-26 16:29:32.308144952;388976;0.022400  ;9796.538086;240625.000000;70.217834
2018-06-26 16:29:33.306542776;393952;0.019200  ;-121562.492188;7500.000000;22.266754
